COUNTRY,ISO,TOTAL,LEVEL1,LEVEL2,LEVEL3,LEVEL4,LEVEL5,LEVEL6,SEA/OCEAN,Version
Togo,TGO,123,1,5,39,1,76,0,1,2020.03
Tunisia,TUN,1091,1,24,264,62,738,0,2,2020.03
Tanzania,TZA,1859,1,31,195,14,1500,114,4,2020.03
Uganda,UGA,1215,1,4,127,197,750,136,0,2020.03
South Africa,ZAF,25977,1,9,52,234,2041,23636,4,2020.03
Zambia,ZMB,978,1,10,105,12,850,0,0,2020.03
Zimbabwe,ZWE,1644,1,10,59,1235,339,0,0,2020.03
Antarctica,ATA,1,1,0,0,0,0,0,0,2020.03
French Southern Territories,ATF,1,1,0,0,0,0,0,0,2020.03
Bouvet Island,BVT,1,1,0,0,0,0,0,0,2020.03
Heard and McDonald Islands,HMD,1,1,0,0,0,0,0,0,2020.03
South Georgia and the South Sandwich Islands,SGS,1,1,0,0,0,0,0,0,2020.03
Afghanistan,AFG,597,1,34,397,0,165,0,0,2020.03
United Arab Emirates,ARE,895,1,7,0,26,857,0,4,2020.03
Armenia,ARM,131,1,11,0,119,0,0,0,2020.03
Azerbaijan,AZE,369,1,11,74,282,0,0,1,2020.03
Bangladesh,BGD,684,1,8,64,553,57,0,1,2020.03
Bahrain,BHR,170,1,4,164,0,0,0,1,2020.03
Brunei,BRN,507,1,4,39,427,35,0,1,2020.03
Bhutan,BTN,22,1,20,0,1,0,0,0,2020.03
People’s Republic of China,CHN,3535,1,31,342,2857,0,275,29,2020.03
Hong Kong,HKG,571,1,18,388,0,106,0,58,2020.03
Indonesia,IDN,50742,1,34,514,5190,304,44696,3,2020.03
India,IND,29875,1,37,685,6235,430,22466,21,2020.03
British Indian Ocean Territory,IOT,8,1,0,0,0,0,0,7,2020.03
Iran,IRN,893,1,31,429,4,418,0,10,2020.03
Iraq,IRQ,250,1,19,120,25,84,0,1,2020.03
Israel,ISR,2147,1,6,0,1155,0,983,2,2020.03
Jordan,JOR,485,1,12,82,13,335,41,1,2020.03
Japan,JPN,119348,1,47,21,1896,117360,0,23,2020.03
Kazakhstan,KAZ,3404,1,17,215,2447,723,0,1,2020.03
Kyrgyzstan,KGZ,194,1,9,54,0,130,0,0,2020.03
Cambodia,KHM,1871,1,25,194,1620,30,0,1,2020.03
Korea (South),KOR,1241,1,17,230,0,2,990,1,2020.03
Kuwait,KWT,822,1,6,1,155,658,0,1,2020.03
Laos,LAO,188,1,18,148,21,0,0,0,2020.03
Lebanon,LBN,2847,1,8,26,1566,1244,0,2,2020.03
Sri Lanka,LKA,460,1,9,25,331,44,49,1,2020.03
Macao,MAC,18,1,8,0,0,3,0,6,2020.03
Maldives,MDV,416,1,21,393,0,0,0,1,2020.03
Myanmar,MMR,630,1,15,67,330,216,0,1,2020.03
Mongolia,MNG,388,1,22,336,29,0,0,0,2020.03
Malaysia,MYS,1777,1,16,159,891,577,125,8,2020.03
Nepal,NPL,97,1,7,77,12,0,0,0,2020.03
Oman,OMN,204,1,11,61,2,127,0,2,2020.03
Pakistan,PAK,405,1,6,131,4,261,0,2,2020.03
Philippines,PHL,43592,1,17,82,1632,41822,36,2,2020.03
Korea (North),PRK,87,1,11,0,0,73,0,2,2020.03
Palestine,PSE,30,1,2,16,11,0,0,0,2020.03
Qatar,QAT,119,1,8,82,27,0,0,1,2020.03
Russia,RUS,149337,1,8,83,2355,20167,126686,37,2020.03
Saudi Arabia,SAU,2504,1,13,147,176,2163,0,4,2020.03
Singapore,SGP,62,1,5,55,0,0,0,1,2020.03
Syria,SYR,116,1,15,62,2,35,0,1,2020.03
Thailand,THA,15705,1,77,928,7414,7283,0,2,2020.03
Tajikistan,TJK,214,1,5,75,0,133,0,0,2020.03
Turkmenistan,TKM,268,1,6,65,0,195,0,1,2020.03
East Timor (Timor Leste),TLS,81,1,13,65,0,1,0,1,2020.03
Taiwan,TWN,416,1,7,0,22,368,0,18,2020.03
Uzbekistan,UZB,604,1,14,193,3,393,0,0,2020.03
Vietnam,VNM,15474,1,63,694,11108,3600,0,8,2020.03
Yemen,YEM,593,1,22,333,0,226,0,11,2020.03
Andorra,AND,46,1,7,38,0,0,0,0,2020.03
Austria,AUT,15982,1,9,92,2096,13562,222,0,2020.03
Belgium,BEL,3343,1,3,11,43,581,2703,1,2020.03
Switzerland,CHE,10068,1,26,148,2301,7586,6,0,2020.03
Cyprus,CYP,1352,1,6,615,602,127,0,1,2020.03
Germany,DEU,89870,1,16,379,10926,78489,0,59,2020.03
Denmark,DNK,6760,1,5,99,0,6473,50,132,2020.03
Spain,ESP,44173,1,19,52,8124,34249,1696,32,2020.03
Finland,FIN,6567,1,19,70,307,5969,200,1,2020.03
France,FRA,37784,1,13,95,321,2013,35327,14,2020.03
Faroe Islands,FRO,117,1,6,29,80,0,0,1,2020.03
United Kingdom,GBR,19394,1,7,196,440,431,18085,234,2020.03
Gibraltar,GIB,3,1,0,0,1,1,0,0,2020.03
Greece,GRC,2288,1,13,75,326,1710,0,163,2020.03
Ireland,IRL,49279,1,31,0,3432,45717,97,1,2020.03
Iceland,ISL,201,1,8,74,117,0,0,1,2020.03
Italy,ITA,44632,1,20,107,7958,36001,498,47,2020.03
Liechtenstein,LIE,38,1,2,11,24,0,0,0,2020.03
Luxembourg,LUX,1309,1,12,102,522,648,24,0,2020.03
Monaco,MCO,12,1,1,9,0,0,0,1,2020.03
Malta,MLT,163,1,6,68,87,0,0,1,2020.03
Netherlands,NLD,7476,1,12,355,2466,2806,1803,33,2020.03
Norway,NOR,3449,1,19,90,422,2862,24,31,2020.03
Portugal,PRT,17502,1,29,308,3091,14011,49,13,2020.03
San Marino,SMR,21,1,9,11,0,0,0,0,2020.03
Sweden,SWE,6193,1,21,290,0,5653,176,52,2020.03
Turkey,TUR,60489,1,81,970,584,26609,32230,14,2020.03
Vatican City,VAT,2,1,0,0,0,1,0,0,2020.03
Albania,ALB,2043,1,12,61,372,1596,0,1,2020.03
Bulgaria,BGR,5266,1,28,264,109,4863,0,1,2020.03
Bosnia and Herzegovina,BIH,751,1,3,18,135,585,8,1,2020.03
Belarus,BLR,3208,1,7,131,1549,1520,0,0,2020.03
Czech Republic,CZE,21835,1,14,206,6258,15356,0,0,2020.03
Estonia,EST,8274,1,15,79,4696,3482,0,1,2020.03
Georgia,GEO,240,1,12,74,152,0,0,1,2020.03
Croatia,HRV,8224,1,21,556,0,7645,0,1,2020.03
Hungary,HUN,8010,1,20,197,3177,4615,0,0,2020.03
Lithuania,LTU,1397,1,10,60,0,1324,0,2,2020.03
Latvia,LVA,1932,1,6,119,588,1217,0,1,2020.03
Moldova,MDA,2603,1,0,37,980,1585,0,0,2020.03
Macedonia,MKD,1547,1,8,80,0,1458,0,0,2020.03
Montenegro,MNE,225,1,23,2,0,198,0,1,2020.03
Poland,POL,43475,1,16,380,2478,40596,0,4,2020.03
Romania,ROU,16920,1,42,3181,40,13654,0,2,2020.03
Serbia,SRB,2156,1,2,25,152,1976,0,0,2020.03
Slovakia,SVK,7872,1,8,79,2927,4857,0,0,2020.03
Slovenia,SVN,6205,1,12,58,212,5921,0,1,2020.03
Ukraine,UKR,31272,1,27,675,11625,18937,0,7,2020.03
Kosovo,XKS,71,1,0,0,38,32,0,0,2020.03
Aruba,ABW,65,1,8,55,0,0,0,1,2020.03
Anguilla,AIA,17,1,14,0,0,0,0,2,2020.03
Antigua and Barbuda,ATG,12,1,8,0,0,1,0,2,2020.03
Bonaire Sint Eustasius and Saba,BES,6,1,3,0,0,1,0,1,2020.03
Bahamas,BHS,66,1,19,32,1,0,0,13,2020.03
Saint Barthelemy,BLM,18,1,0,0,0,16,0,1,2020.03
Belize,BLZ,264,1,6,31,225,0,0,1,2020.03
Bermuda,BMU,13,1,11,0,0,0,0,1,2020.03
Barbados,BRB,26,1,11,0,0,13,0,1,2020.03
Canada,CAN,11758,1,13,293,5079,1222,4975,175,2020.03
Clipperton Island,CPT,2,1,0,0,0,0,0,1,2020.03
Costa Rica,CRI,957,1,7,81,466,189,206,7,2020.03
Cuba,CUB,356,1,16,168,170,0,0,1,2020.03
Curaçoa,CUW,3,1,0,0,0,1,0,1,2020.03
Cayman Islands,CYM,9,1,6,0,0,0,0,2,2020.03
Dominica,DMA,14,1,10,0,0,2,0,1,2020.03
Dominican Republic,DOM,413,1,32,155,155,69,0,1,2020.03
Guadeloupe,GLP,236,1,2,32,200,0,0,1,2020.03
Grenada,GRD,21,1,3,7,9,0,0,1,2020.03
Greenland,GRL,13,1,6,0,0,0,0,6,2020.03
Guatemala,GTM,610,1,22,340,245,0,0,2,2020.03
Honduras,HND,571,1,18,298,252,0,0,2,2020.03
Haiti,HTI,235,1,10,42,145,36,0,1,2020.03
Jamaica,JAM,96,1,3,14,63,14,0,1,2020.03
Saint Kitts and Nevis,KNA,24,1,2,14,0,6,0,1,2020.03
Saint Lucia,LCA,15,1,10,0,0,3,0,1,2020.03
Saint Martin,MAF,10,1,0,0,0,8,0,1,2020.03
Mexico,MEX,79355,1,32,2456,1981,71785,3092,8,2020.03
Montserrat,MSR,6,1,3,0,0,1,0,1,2020.03
Martinique,MTQ,240,1,4,34,200,0,0,1,2020.03
Nicaragua,NIC,237,1,17,152,65,0,0,2,2020.03
Panama,PAN,883,1,13,78,593,196,0,2,2020.03
Puerto Rico,PRI,1203,0,1,78,871,253,0,0,2020.03
El Salvador,SLV,321,1,14,262,44,0,0,1,2020.03
Saint Pierre and Miquelon,SPM,2,1,0,0,0,0,0,1,2020.03
Sint Maarten,SXM,2,1,0,0,0,0,0,1,2020.03
Turks and Caicos Islands,TCA,52,1,9,0,0,41,0,1,2020.03
Trinidad and Tobago,TTO,37,1,21,0,0,13,0,2,2020.03
United States of America,USA,107911,1,51,3142,35502,29359,36714,3142,2020.03
Saint Vincent and the Grenadines,VCT,23,1,6,13,2,0,0,1,2020.03
British Virgin Islands,VGB,7,1,5,0,0,0,0,1,2020.03
Virgin Islands,VIR,24,0,1,3,20,0,0,0,2020.03
American Samoa,ASM,101,1,5,14,77,0,0,4,2020.03
Australia,AUS,20987,1,9,544,15843,4549,0,41,2020.03
Cook Islands,COK,25,1,11,0,0,0,0,13,2020.03
Fiji,FJI,466,1,5,15,85,284,0,76,2020.03
Federated States of Micronesia,FSM,30,1,4,0,0,0,0,25,2020.03
Guam,GUM,21,0,1,1,19,0,0,0,2020.03
Kiribati,KIR,48,1,24,0,0,0,0,23,2020.03
Marshall Islands,MHL,49,1,34,0,0,0,0,14,2020.03
Northern Mariana Islands,MNP,18,1,4,0,0,0,0,13,2020.03
New Caledonia,NCL,62,1,3,33,0,0,0,25,2020.03
Norfolk Islands,NFK,2,0,1,0,0,0,0,1,2020.03
Niue,NIU,17,1,14,1,0,0,0,1,2020.03
Nauru,NRU,16,1,14,0,0,0,0,1,2020.03
New Zealand,NZL,3849,1,17,68,2586,1168,1,8,2020.03
Pitcairn Islands,PCN,9,1,4,0,0,0,0,4,2020.03
Palau,PLW,19,1,16,0,0,0,0,2,2020.03
Papua New Guinea,PNG,137,1,4,22,87,8,0,15,2020.03
French Polynesia,PYF,137,1,5,48,0,0,0,83,2020.03
Solomon Islands ,SLB,253,1,10,50,183,0,0,9,2020.03
Tokelau,TKL,7,1,3,0,0,0,0,3,2020.03
Tonga,TON,20,1,5,0,0,0,0,14,2020.03
Tuvalu,TUV,18,1,9,0,0,0,0,8,2020.03
United States Minor Outlying Islands,UMI,18,1,9,0,0,0,0,8,2020.03
Vanuatu,VUT,39,1,6,0,0,0,0,32,2020.03
Wallis and Futuna Islands,WLF,6,1,3,0,0,0,0,2,2020.03
Samoa,WSM,14,1,11,1,0,0,0,1,2020.03
Argentina,ARG,4047,1,24,525,2788,262,443,4,2020.03
Bolivia,BOL,1106,1,9,112,339,627,18,0,2020.03
Brazil,BRA,29283,1,27,5569,6128,15767,1781,10,2020.03
Chile,CHL,1235,1,16,56,345,748,57,12,2020.03
Colombia,COL,7554,1,33,1122,1131,5257,0,10,2020.03
Ecuador,ECU,2096,1,24,1039,0,1031,0,1,2020.03
Falkland Islands,FLK,2,1,0,0,0,0,0,1,2020.03
French Guiana,GUF,80,1,2,22,54,0,0,1,2020.03
Guyana,GUY,85,1,10,0,70,3,0,1,2020.03
Peru,PER,2321,1,25,196,1870,228,0,1,2020.03
Paraguay,PRY,623,1,18,255,0,281,68,0,2020.03
Suriname,SUR,150,1,10,62,76,0,0,1,2020.03
Uruguay,URY,390,1,19,129,0,181,59,1,2020.03
Venezuela,VEN,830,1,25,336,419,0,47,2,2020.03
Outer World Water,AN_,58,0,0,0,0,0,0,58,2020.03
Outer World Water,OAT,2,0,0,0,0,0,0,2,2020.03
Outer World Water,OBE,1,0,0,0,0,0,0,1,2020.03
Outer World Water,OCA,8,0,0,0,0,0,0,8,2020.03
Outer World Water,OCP,7,0,0,0,0,0,0,7,2020.03
Outer World Water,ODE,4,0,0,0,0,0,0,4,2020.03
Outer World Water,ODK,11,0,0,0,0,0,0,11,2020.03
Outer World Water,OES,3,0,0,0,0,0,0,3,2020.03
Outer World Water,OFI,2,0,0,0,0,0,0,2,2020.03
Outer World Water,OFR,3,0,0,0,0,0,0,3,2020.03
Outer World Water,OGB,2,0,0,0,0,0,0,2,2020.03
Outer World Water,OGR,1,0,0,0,0,0,0,1,2020.03
Outer World Water,OIE,1,0,0,0,0,0,0,1,2020.03
Outer World Water,OIN,12,0,0,0,0,0,0,12,2020.03
Outer World Water,OIT,1,0,0,0,0,0,0,1,2020.03
Outer World Water,OMX,11,0,0,0,0,0,0,11,2020.03
Outer World Water,ONL,1,0,0,0,0,0,0,1,2020.03
Outer World Water,ONO,2,0,0,0,0,0,0,2,2020.03
Outer World Water,OPA,8,0,0,0,0,0,0,8,2020.03
Outer World Water,OPL,1,0,0,0,0,0,0,1,2020.03
Outer World Water,OPT,1,0,0,0,0,0,0,1,2020.03
Outer World Water,ORU,15,0,0,0,0,0,0,15,2020.03
Outer World Water,OSE,5,0,0,0,0,0,0,5,2020.03
Outer World Water,OTR,3,0,0,0,0,0,0,3,2020.03
Outer World Water,OUA,4,0,0,0,0,0,0,4,2020.03
Outer World Water,OUP,1,0,0,0,0,0,0,1,2020.03
TOTAL,TOTAL,1460131,239,3065,41735,221180,797682,390990,5241,2020.03
